"zscores","ITEM","CONDITION","EXTRACTION","WH_SITE","id"
-0.752972089102223,"1017","filler_ok",NA,NA,1
1.12945813365334,"21","Extr_whSubj","Extr","whSubj",1
1.12945813365334,"1001","filler_good",NA,NA,1
-1.69418720048,"1036","filler_bad",NA,NA,1
1.12945813365334,"10","NoExtr_whObj","NoExtr","whObj",1
-1.22357964479111,"1028","filler_bad",NA,NA,1
1.12945813365334,"6","NoExtr_whObj","NoExtr","whObj",1
-1.69418720048,"1035","filler_bad",NA,NA,1
-0.282364533413334,"1010","filler_ok",NA,NA,1
1.12945813365334,"18","NoExtr_whObj","NoExtr","whObj",1
0.658850577964446,"1008","filler_good",NA,NA,1
1.12945813365334,"8","NoExtr_whSubj","NoExtr","whSubj",1
0.658850577964446,"1023","filler_ok",NA,NA,1
-0.282364533413334,"1015","filler_ok",NA,NA,1
1.12945813365334,"22","NoExtr_whObj","NoExtr","whObj",1
-0.752972089102223,"1033","filler_bad",NA,NA,1
0.188243022275556,"11","Extr_whObj","Extr","whObj",1
-1.22357964479111,"1029","filler_bad",NA,NA,1
-0.752972089102223,"1034","filler_bad",NA,NA,1
0.188243022275556,"15","Extr_whObj","Extr","whObj",1
0.188243022275556,"1019","filler_ok",NA,NA,1
0.658850577964446,"5","Extr_whSubj","Extr","whSubj",1
1.12945813365334,"1003","filler_good",NA,NA,1
-0.752972089102223,"1","Extr_whSubj","Extr","whSubj",1
0.658850577964446,"1009","filler_ok",NA,NA,1
-1.22357964479111,"1014","filler_ok",NA,NA,1
1.12945813365334,"16","NoExtr_whSubj","NoExtr","whSubj",1
-1.69418720048,"1025","filler_bad",NA,NA,1
0.188243022275556,"9","Extr_whSubj","Extr","whSubj",1
0.658850577964446,"1011","filler_ok",NA,NA,1
-1.22357964479111,"1020","filler_ok",NA,NA,1
1.12945813365334,"2","NoExtr_whObj","NoExtr","whObj",1
0.188243022275556,"1022","filler_ok",NA,NA,1
-0.282364533413334,"7","Extr_whObj","Extr","whObj",1
0.00842334198458586,"1017","filler_ok",NA,NA,14
0.513823861059739,"21","NoExtr_whObj","NoExtr","whObj",14
1.01922438013489,"1007","filler_good",NA,NA,14
-0.496977177090568,"6","Extr_whObj","Extr","whObj",14
-2.01317873431603,"1028","filler_bad",NA,NA,14
0.513823861059739,"1019","filler_ok",NA,NA,14
-0.496977177090568,"16","Extr_whSubj","Extr","whSubj",14
0.513823861059739,"1015","filler_ok",NA,NA,14
1.01922438013489,"1002","filler_good",NA,NA,14
1.01922438013489,"13","NoExtr_whObj","NoExtr","whObj",14
0.00842334198458586,"1014","filler_ok",NA,NA,14
-1.00237769616572,"4","Extr_whSubj","Extr","whSubj",14
0.513823861059739,"1016","filler_ok",NA,NA,14
1.01922438013489,"9","NoExtr_whObj","NoExtr","whObj",14
1.01922438013489,"1001","filler_good",NA,NA,14
0.513823861059739,"1010","filler_ok",NA,NA,14
0.00842334198458586,"10","Extr_whObj","Extr","whObj",14
0.00842334198458586,"1024","filler_ok",NA,NA,14
0.513823861059739,"11","NoExtr_whSubj","NoExtr","whSubj",14
1.01922438013489,"1011","filler_ok",NA,NA,14
0.513823861059739,"1013","filler_ok",NA,NA,14
-1.00237769616572,"20","Extr_whSubj","Extr","whSubj",14
1.01922438013489,"1012","filler_ok",NA,NA,14
0.513823861059739,"1005","filler_good",NA,NA,14
-2.01317873431603,"12","Extr_whSubj","Extr","whSubj",14
0.513823861059739,"1029","filler_bad",NA,NA,14
-1.50777821524087,"24","Extr_whSubj","Extr","whSubj",14
1.01922438013489,"1004","filler_good",NA,NA,14
0.513823861059739,"1023","filler_ok",NA,NA,14
0.00842334198458586,"23","NoExtr_whSubj","NoExtr","whSubj",14
-0.496977177090568,"1035","filler_bad",NA,NA,14
0.00842334198458586,"8","Extr_whSubj","Extr","whSubj",14
-2.01317873431603,"1036","filler_bad",NA,NA,14
-1.00237769616572,"1033","filler_bad",NA,NA,14
0.00842334198458586,"2","Extr_whObj","Extr","whObj",14
-1.00237769616572,"1027","filler_bad",NA,NA,14
1.01922438013489,"7","NoExtr_whSubj","NoExtr","whSubj",14
0.00842334198458586,"1021","filler_ok",NA,NA,14
-1.50777821524087,"1022","filler_ok",NA,NA,14
0.513823861059739,"1","NoExtr_whObj","NoExtr","whObj",14
-1.00237769616572,"1031","filler_bad",NA,NA,14
